	10	11	11A	11B	12	12A	12B	14A	14B	15	15A	15B	16	17	17A	17B	18	18A	18B	20A	20B	21	21A	21B	22	23	23A	23B	24	24A	24B	27	28	29	2A	2B	3	30	33	34	35	36	39	3A	3B	4	40	41	42	45	46	47	48	5	51	52	53	54	57	58	59	5A	5B	6	60	6A	6B	8A	8B	9	9A	9B
15A	0.5072866082191467	0.4584842324256897	0.4383403956890106	0.4286430776119232	0.4654113948345184	0.450321227312088	0.4653274416923523	0.41567662358284	0.3947713375091553	0.412545770406723	0	0.3764404058456421	0.4621050953865051	0.4660222232341766	0.4036833643913269	0.4598726034164429	0.4386829137802124	0.4044940769672394	0.4531042277812958	0.4062164127826691	0.486593633890152	0.5362049341201782	0.4853311777114868	0.579653263092041	0.4546269476413727	0.497460275888443	0.4066901803016663	0.4921782314777374	0.4775519073009491	0.4056999683380127	0.5323580503463745	0.5201616287231445	0.5533146262168884	0.4243513941764832	0.4588240087032318	0.4231257438659668	0.4309867918491364	0.4424051642417908	0.426708847284317	0.4381048381328583	0.485325962305069	0.5187417268753052	0.477975994348526	0.5141926407814026	0.4419359564781189	0.5327180027961731	0.3617511093616486	0.4781174063682556	0.4501047730445862	0.4759675264358521	0.4577990770339966	0.4458706378936768	0.4465720057487488	0.4888713955879211	0.4980946183204651	0.493662565946579	0.4766401350498199	0.4326943755149841	0.4589606821537018	0.4764973223209381	0.4773017764091492	0.4900990128517151	0.4775550961494446	0.4260289371013641	0.4451356828212738	0.4241186082363129	0.50510174036026	0.4351923167705536	0.4295558631420135	0.4434097707271576	0.4576645195484161	0.4157736897468567
15B	0.5436165332794189	0.4189005196094513	0.4423556923866272	0.4148982465267181	0.4562376141548157	0.5022270083427429	0.4675364196300507	0.4092555642127991	0.4002120196819305	0.4457614719867706	0.3764404058456421	0	0.4875563383102417	0.4972761869430542	0.4254733026027679	0.4276375472545624	0.4437436163425446	0.3949486017227173	0.4500626921653748	0.4242026507854462	0.513399600982666	0.5523086786270142	0.4626008272171021	0.5798366069793701	0.473758339881897	0.4763579368591309	0.4334842562675476	0.4939347803592682	0.4789564907550812	0.4512682259082794	0.5079287886619568	0.5869924426078796	0.5362827777862549	0.4181032478809357	0.4322370886802673	0.4379168748855591	0.4303876459598541	0.4213236272335052	0.3926240503787994	0.4908556342124939	0.4741822481155396	0.502341091632843	0.474496990442276	0.5115761160850525	0.479177325963974	0.5123134255409241	0.4420610964298248	0.4452310502529144	0.4312964081764221	0.4997480511665344	0.4566068351268768	0.4663957953453064	0.4179382026195526	0.4439433217048645	0.5008013248443604	0.5220464468002319	0.502352774143219	0.4254213869571686	0.4808817803859711	0.4685103595256805	0.5128340721130371	0.4557525515556335	0.4398843348026276	0.4551422894001007	0.4319564998149872	0.4137428402900696	0.486724853515625	0.4463222026824951	0.4615934789180756	0.4565990567207336	0.4325665533542633	0.4735677540302277
16	0.5296467542648315	0.449015349149704	0.5178217887878418	0.4805069267749786	0.4784066677093506	0.4694871604442596	0.4427047669887543	0.4330762624740601	0.4537991881370544	0.4128678441047668	0.4621050953865051	0.4875563383102417	0	0.4823201894760132	0.4944691061973572	0.4958845973014832	0.4829928874969482	0.5083669424057007	0.4886099994182587	0.4888006448745728	0.488179475069046	0.5005776882171631	0.5625621676445007	0.5877956748008728	0.4538631439208984	0.463639110326767	0.453554630279541	0.5265111923217773	0.4516291618347168	0.525402307510376	0.5256438851356506	0.5181060433387756	0.5436949133872986	0.4380714297294617	0.4796293377876282	0.4674939811229706	0.4809545874595642	0.4514201581478119	0.4469207525253296	0.4852738976478577	0.4757237732410431	0.4897310435771942	0.4631385505199432	0.4970505833625793	0.4840131402015686	0.5215635299682617	0.4689784646034241	0.5088974833488464	0.4676920771598816	0.5178784132003784	0.4837442934513092	0.4708383679389954	0.4729063212871552	0.4154311716556549	0.5290055871009827	0.4929560720920563	0.5130320191383362	0.4826017916202545	0.4822883605957031	0.5389337539672852	0.4939731955528259	0.4948050379753113	0.4642585515975952	0.4847502410411835	0.4970344603061676	0.4860942661762238	0.5200176239013672	0.4722500145435333	0.4904281497001648	0.4652391970157623	0.4795287549495697	0.465848296880722
17	0.4958503246307373	0.4563930630683899	0.4815395474433899	0.4786127805709839	0.5075533390045166	0.5015712976455688	0.4763766229152679	0.4504702091217041	0.5071934461593628	0.4341572225093842	0.4660222232341766	0.4972761869430542	0.4823201894760132	0	0.4924466907978058	0.5459768772125244	0.4113584756851196	0.5060493946075439	0.478382021188736	0.4695403873920441	0.4851210415363312	0.5148901343345642	0.5606206059455872	0.6011732816696167	0.4519049227237701	0.4658205211162567	0.4365875720977783	0.4693047404289246	0.4189473390579224	0.4851327836513519	0.556577205657959	0.5100770592689514	0.5552002787590027	0.4597316384315491	0.5480952858924866	0.5222234129905701	0.4619451463222504	0.5407679080963135	0.4942348897457123	0.460911363363266	0.482596218585968	0.5610338449478149	0.4889152646064758	0.5201828479766846	0.4920610189437866	0.5018063187599182	0.4692256450653076	0.5679035782814026	0.5278496146202087	0.488707572221756	0.5032544136047363	0.5079054832458496	0.5391767621040344	0.5164838433265686	0.5213778018951416	0.5313136577606201	0.4858075976371765	0.506458044052124	0.5124004483222961	0.4988403618335724	0.5029071569442749	0.5233765840530396	0.5054280161857605	0.4913853704929352	0.5667364001274109	0.5222684144973755	0.576488196849823	0.5324939489364624	0.4973061680793762	0.5457120537757874	0.511593759059906	0.5006718039512634
17A	0.5073780417442322	0.4148320555686951	0.4515295326709747	0.4162010550498962	0.4732337594032288	0.4796949923038483	0.4797799587249756	0.4194180965423584	0.4231044352054596	0.451964259147644	0.4036833643913269	0.4254733026027679	0.4944691061973572	0.4924466907978058	0	0.4339567720890045	0.4392928779125214	0.3573851585388184	0.4301639497280121	0.4047646522521973	0.4946342706680298	0.5375154614448547	0.4869951605796814	0.5326045155525208	0.4314702451229095	0.445455014705658	0.3834889233112335	0.4698071479797363	0.4335787296295166	0.4275541305541992	0.5074514746665955	0.5598518252372742	0.5559264421463013	0.4505733847618103	0.4826454222202301	0.4513007700443268	0.4304101467132568	0.4988910257816315	0.4052384793758392	0.4397098422050476	0.4385980665683746	0.4992557764053345	0.509498655796051	0.4968171715736389	0.4267654716968536	0.5190722346305847	0.4118689596652985	0.4987336397171021	0.4725931286811829	0.4890314638614655	0.4161498546600342	0.4578261077404022	0.4308847486972809	0.4943800270557404	0.4981312453746796	0.5315451622009277	0.4762493669986725	0.4214257001876831	0.4608714580535889	0.4642456769943237	0.4736725687980652	0.4816327393054962	0.4725084602832794	0.4187104403972626	0.4443022012710571	0.4156751036643982	0.5069069862365723	0.4356264472007751	0.4414676427841187	0.4792680740356445	0.4819508194923401	0.4765910506248474
17B	0.5444577932357788	0.4236917197704315	0.4541144967079163	0.4261505901813507	0.4339476227760315	0.4711784422397614	0.4788146913051605	0.4388996064662933	0.4308861196041107	0.4824894666671753	0.4598726034164429	0.4276375472545624	0.4958845973014832	0.5459768772125244	0.4339567720890045	0	0.4689459204673767	0.3991686701774597	0.4877060949802399	0.4544540047645569	0.539876401424408	0.5416073203086853	0.457990974187851	0.5175904631614685	0.5285261869430542	0.4570745825767517	0.4868219196796417	0.5493394136428833	0.4864298105239868	0.4780263602733612	0.4989068806171417	0.55287766456604	0.5391728281974792	0.4642968475818634	0.4261418879032135	0.4354489743709564	0.4386807382106781	0.4230819046497345	0.3911790549755096	0.5078015923500061	0.493787556886673	0.4813501238822937	0.4790064096450806	0.5097422003746033	0.4998596906661987	0.4922501742839813	0.4457837045192719	0.4385938048362732	0.4180549383163452	0.5185880661010742	0.442313939332962	0.4240229427814484	0.4494399726390839	0.4407832324504852	0.5280026793479919	0.5493886470794678	0.5031870007514954	0.4184323847293854	0.4698158800601959	0.4385964572429657	0.5103383660316467	0.4482838213443756	0.4537047743797302	0.408796101808548	0.4236451387405396	0.4233923852443695	0.4445293545722961	0.4293774664402008	0.4783851206302643	0.3865375816822052	0.4274887144565582	0.4806688725948334
18	0.523006796836853	0.3935590982437134	0.4355033040046692	0.4333980679512024	0.4710963368415833	0.4795581996440887	0.4374871253967285	0.4473003447055817	0.4437291026115417	0.4367988109588623	0.4386829137802124	0.4437436163425446	0.4829928874969482	0.4113584756851196	0.4392928779125214	0.4689459204673767	0	0.4472822844982147	0.4802704751491547	0.4544959366321564	0.4644849002361298	0.5421435236930847	0.5188153386116028	0.5598632097244263	0.48456010222435	0.414598822593689	0.4093075394630432	0.4723909795284271	0.4488458335399628	0.459837794303894	0.5338147878646851	0.4908519387245178	0.542793869972229	0.4503998160362244	0.5060514211654663	0.4515376687049866	0.4216354191303253	0.4692190587520599	0.4167511165142059	0.4666470587253571	0.4752931594848633	0.5140518546104431	0.4567686319351196	0.5003714561462402	0.4753037393093109	0.4739757180213928	0.4255964756011963	0.5219062566757202	0.4646535515785217	0.4687764346599579	0.446664959192276	0.4546246230602264	0.4752988517284393	0.477338045835495	0.482999712228775	0.5465149283409119	0.4483913481235504	0.432844877243042	0.4500273466110229	0.4607892632484436	0.4982182383537292	0.4665339887142181	0.4714173078536987	0.4511612355709076	0.4769911468029022	0.4549456536769867	0.5003761649131775	0.461761862039566	0.4371439814567566	0.4518311023712158	0.4836759567260742	0.4798168241977692
18A	0.5339731574058533	0.3789376020431519	0.4415487945079803	0.4088350534439087	0.4301033318042755	0.4867315888404846	0.4592410326004028	0.4174894690513611	0.391537219285965	0.4661185741424561	0.4044940769672394	0.3949486017227173	0.5083669424057007	0.5060493946075439	0.3573851585388184	0.3991686701774597	0.4472822844982147	0	0.4651039242744446	0.4176351130008698	0.5006203651428223	0.5403649210929871	0.4926020503044128	0.5747488141059875	0.4780207574367523	0.4674114286899567	0.4220908284187317	0.5083759427070618	0.4834541082382202	0.4228623509407043	0.514747142791748	0.5777438282966614	0.5535833835601807	0.4141892790794373	0.4591802358627319	0.4383755922317505	0.4227029979228973	0.462525874376297	0.3916700482368469	0.4540567994117737	0.4879889488220215	0.5159996151924133	0.4943952858448029	0.5066588521003723	0.4747808277606964	0.4912910759449005	0.4178130626678467	0.4812484979629517	0.4084932804107666	0.5033560395240784	0.4405205845832825	0.4506914913654327	0.397351861000061	0.4889506101608276	0.5247105360031128	0.5520635843276978	0.4869872629642487	0.4251468181610107	0.4801233112812042	0.4687792360782623	0.5202862620353699	0.4787358641624451	0.4873300492763519	0.4268900156021118	0.4450490474700928	0.4288817346096039	0.5104873180389404	0.435467928647995	0.441800057888031	0.4844963252544403	0.4237349927425385	0.4770649969577789
18B	0.424246221780777	0.4776987135410309	0.4597005248069763	0.45211061835289	0.465298980474472	0.4794346690177917	0.4763689637184143	0.4812607169151306	0.458773285150528	0.4442330002784729	0.4531042277812958	0.4500626921653748	0.4886099994182587	0.478382021188736	0.4301639497280121	0.4877060949802399	0.4802704751491547	0.4651039242744446	0	0.4449520111083984	0.4722336232662201	0.4761794209480286	0.4632585346698761	0.4935552179813385	0.4456070959568024	0.4329279363155365	0.4265671968460083	0.4499942660331726	0.452815055847168	0.4839008748531342	0.4436194002628326	0.4774183332920074	0.4459944069385529	0.4949524998664856	0.5327766537666321	0.4796487987041473	0.4829428493976593	0.4978852868080139	0.4681528210639954	0.4653706550598145	0.4467055797576904	0.449915885925293	0.4792158305644989	0.499695897102356	0.4525716304779053	0.4813657999038696	0.459763377904892	0.5152596831321716	0.4526301026344299	0.4687260389328003	0.4308244287967682	0.4954156875610352	0.4540705680847168	0.5173639059066772	0.4239865839481354	0.5003929734230042	0.4929983019828796	0.4272359609603882	0.4569608867168427	0.4098926186561584	0.4154958426952362	0.4720649123191833	0.4666036069393158	0.4521807432174683	0.4883853197097778	0.4309961795806885	0.4390469193458557	0.4421499669551849	0.4666236639022827	0.4780101478099823	0.5178484916687012	0.4901943504810333
20A	0.5191672444343567	0.4160345494747162	0.4402090609073639	0.4123625159263611	0.4640740752220154	0.5014330148696899	0.4578912854194641	0.4123234152793884	0.3973020613193512	0.4410837888717651	0.4062164127826691	0.4242026507854462	0.4888006448745728	0.4695403873920441	0.4047646522521973	0.4544540047645569	0.4544959366321564	0.4176351130008698	0.4449520111083984	0	0.4810551404953003	0.5454565286636353	0.5022503733634949	0.5603537559509277	0.4727586805820465	0.4910933077335358	0.4016710221767426	0.5032655596733093	0.4238813817501068	0.4044051170349121	0.521111786365509	0.5384214520454407	0.5499740242958069	0.3882143199443817	0.4749175906181335	0.4090765416622162	0.4401600062847137	0.4921820461750031	0.4341462850570679	0.4463193416595459	0.4915081262588501	0.5075945854187012	0.4739188551902771	0.4808742702007294	0.4709220826625824	0.5185811519622803	0.435164600610733	0.4921928942203522	0.4609603881835938	0.4846943020820618	0.439963161945343	0.4495518207550049	0.4297294616699219	0.467897355556488	0.5048126578330994	0.5474432110786438	0.4623419344425201	0.4236196279525757	0.4828722476959229	0.4729886949062347	0.4857898950576782	0.4838806390762329	0.4826891124248505	0.4382263123989105	0.4631196558475494	0.4313695132732391	0.5205820202827454	0.4393955767154694	0.4342839121818542	0.4499851167201996	0.4768751561641693	0.4705860018730164
